method,seed,run_dir,strategy,task_idx,task_name,family,depth,selection_cap,similarity_threshold,num_selection_events,relevant_prior_count,support_size,support_fraction,same_family_precision,same_family_recall,any_same_family,parent_selected,family_pure_support,jaccard_stability,cap_utilization,raw_support_size,raw_same_family_precision,raw_same_family_recall,raw_parent_selected,raw_cap_utilization,performance_filter_retention,selected_similarity_mean,raw_selected_similarity_mean,threshold_qualified_count,first_correct_found,selection_events_until_first_correct,steps_until_first_correct
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,11,F4-D4,F4,4,,0.5,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,12,F1-D5,F1,5,,0.5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,13,F2-D5,F2,5,,0.5,100,3,3.0,0.23076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,14,F3-D5,F3,5,,0.5,100,3,3.0,0.2142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,15,F4-D5,F4,5,,0.5,100,3,3.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,16,F1-D6,F1,6,,0.5,100,4,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,17,F2-D6,F2,6,,0.5,100,4,4.0,0.2352941176470588,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,18,F3-D6,F3,6,,0.5,100,4,4.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,19,F4-D6,F4,6,,0.5,100,4,4.0,0.21052631578947362,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,20,F1-D7,F1,7,,0.5,100,5,5.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,21,F2-D7,F2,7,,0.5,100,5,5.0,0.23809523809523805,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,22,F3-D7,F3,7,,0.5,100,5,5.0,0.22727272727272718,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,23,F4-D7,F4,7,,0.5,100,5,5.0,0.21739130434782605,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,24,F1-D8,F1,8,,0.5,100,6,6.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,25,F2-D8,F2,8,,0.5,100,6,6.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,26,F3-D8,F3,8,,0.5,100,6,6.0,0.23076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,87,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md/260619-213307,oracle_all,27,F4-D8,F4,8,,0.5,100,6,6.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,4,F1-D3,F1,3,,0.5,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,5,F2-D3,F2,3,,0.5,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,6,F3-D3,F3,3,,0.5,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,7,F4-D3,F4,3,,0.5,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,8,F1-D4,F1,4,,0.5,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,9,F2-D4,F2,4,,0.5,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,10,F3-D4,F3,4,,0.5,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,11,F4-D4,F4,4,,0.5,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,12,F1-D5,F1,5,,0.5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,13,F2-D5,F2,5,,0.5,100,3,3.0,0.23076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,14,F3-D5,F3,5,,0.5,100,3,3.0,0.2142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,15,F4-D5,F4,5,,0.5,100,3,3.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,16,F1-D6,F1,6,,0.5,100,4,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,88,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/ct28-interleaved-MaskSC-oracle/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md/260619-213307,oracle_all,17,F2-D6,F2,6,,0.5,100,4,4.0,0.2352941176470588,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,512.0
